product_name,category,price,quantity_in_stock,quantity_sold,brand,rating,num_of_ratings,date_added,color
"Iso-Chill Shorts (Green, L)",Clothing,50,326,412,Under Armour,8.75 out of 10,334,2.17.2020,green
Galaxy Watch 5 (Red),Watches,249.99,0,221,Samsung,8.75 out of 10,173,10.21.2020,red
"Galaxy Tab S8 Ultra (256GB, Brown)",Tablets,949.99,278,879,Samsung,9.2 out of 10,691,12.26.2021,brown
M720 Triathlon (Blue),Mice,49.99,276,497,Logitech,8.7 out of 10,406,12.8.2022,blue
"IE 80 S (Wireless, White)",Headphones,349.95,188,366,Sennheiser,8.75 out of 10,298,2.14.2020,white
"Bravia X85J (65"", Yellow frame)",TVs,1099,0,475,Sony,8.5 out of 10,392,7.30.2024,yellow
"Tab M8 (1TB, White)",Tablets,129.99,493,846,Lenovo,7.8 out of 10,651,3.4.2024,white
Versa (Orange),Watches,229.95,0,574,Fitbit,8.5 out of 10,447,7.15.2025,orange
"MacBook Air M2 (2022) (512GB, Blue)",Laptops,1399,0,581,Apple,9.2 out of 10,450,2.21.2020,blue
"Mate 30 (512GB, White)",Smartphones,799,0,177,Huawei,7.8 out of 10,140,11.20.2020,white
PS TV (Green),Gaming Consoles,150,242,452,Sony,7.5 out of 10,361,6.6.2021,green
"Surface Go 2 (512GB, Yellow)",Tablets,699,483,582,Microsoft,8.2 out of 10,462,6.5.2024,yellow
"Evolve2 65 (Wired, Green)",Headphones,150,7,943,Jabra,8.5 out of 10,747,7.24.2024,red
"QN90A Neo QLED (65"", Black frame)",TVs,1899.99,283,586,Samsung,9.2 out of 10,442,6.26.2023,black
Hot and Cold Brewed System (Purple),Kitchen,179.99,0,361,Ninja,8.75 out of 10,282,4.24.2023,purple
"5T (256GB, Orange)",Smartphones,699,0,434,OnePlus,8.5 out of 10,337,8.20.2023,orange
"MediaPad M5 (128GB, Red)",Tablets,399,278,786,Huawei,8.2 out of 10,648,10.8.2021,red
"Clyde (Yellow, EU 39)",Shoes,85,0,785,Puma,8.25 out of 10,627,7.26.2025,yellow
Magic Trackpad (Late 2022) (Black),Mice,129,217,389,Apple,8.75 out of 10,306,12.30.2023,black
"Air Max 270 (Green, EU 42)",Shoes,150,23,770,Nike,8.75 out of 10,623,3.12.2025,green
"55PUS7956/12 (50"", Orange frame)",TVs,549.99,164,902,Philips,8.3 out of 10,729,4.22.2021,orange
"Galaxy Tab S4 (1TB, Purple)",Tablets,849.99,0,992,Samsung,8.75 out of 10,820,9.24.2023,purple
"MatePad Pro (128GB, Green)",Tablets,599,67,204,Huawei,8.2 out of 10,164,5.6.2021,green
"512 Slim Taper Jeans (White, XS)",Clothing,89.5,0,770,Levi's,,601,12.24.2022,white
"Surface Pro X (512GB, White)",Tablets,1499,0,707,Microsoft,8.5 out of 10,565,2.19.2023,white
"Yeezy 700 (Gray, EU 44)",Shoes,300,76,389,Adidas,8.75 out of 10,319,5.23.2025,gray
Duo Nova (White),Kitchen,99.99,327,657,Instant Pot,9.25 out of 10,509,2.20.2024,white
"Galaxy S10 (128GB, Purple)",Smartphones,399,457,789,Samsung,8.5 out of 10,623,6.16.2021,purple
"HeatGear Compression Shirt (Black, XXL)",Clothing,30,0,284,Under Armour,8.75 out of 10,226,11.11.2021,black
"Redmi Note 9 (128GB, Brown)",Smartphones,180,66,670,Xiaomi,8.2 out of 10,535,12.4.2020,red
K63 Wireless (Gray),Keyboards,89.99,180,34,Corsair,8.45 out of 10,25,8.19.2023,gray
Galaxy Watch Active2 (White),Watches,249.99,182,749,Samsung,8.45 out of 10,596,2.8.2022,white
Laugh & Learn Smart Stages Puppy (Yellow),Toys,24.99,0,55,Fisher-Price,9.2 out of 10,44,2.3.2021,yellow
"ENVY 13 (64GB, Black)",Laptops,849,39,166,HP,8.5 out of 10,132,9.16.2022,black
"Tab P11 (64GB, Blue)",Tablets,229,316,258,Lenovo,8.2 out of 10,211,2.24.2023,blue
Avance Collection Indoor Grill (White),Kitchen,250,0,576,Philips,8.5 out of 10,467,11.3.2023,white
"Galaxy S9 (512GB, White)",Smartphones,749,349,906,Samsung,8.5 out of 10,733,6.14.2023,white
"55PUS7334 (55"", Brown frame)",TVs,600,0,195,Philips,,158,5.4.2022,brown
Inspire HR (Orange),Watches,99.95,0,91,Fitbit,8.2 out of 10,70,8.16.2025,orange
MARQ Athlete (Black),Watches,1500,0,133,Garmin,8.7 out of 10,111,12.4.2021,black
"QLED Q70A (75"", Yellow frame)",TVs,2199,64,813,Samsung,8.75 out of 10,630,11.11.2022,yellow
"OLED C1 (75"", Blue frame)",TVs,2499,231,322,LG,8.75 out of 10,260,3.7.2024,blue
Laugh & Learn Smart Stages Chair (Purple),Toys,39.99,140,629,Fisher-Price,9.2 out of 10,494,12.15.2023,purple
Palladia Armoire (Brown),Furniture,400,out of stock,467,Sauder,8.5 out of 10,390,11.19.2023,brown
"Legion 5 (256GB, Blue)",Laptops,999,243,616,Lenovo,8.5 out of 10,505,3.23.2021,blue
Smart Screen Blender (Gray),Kitchen,139.99,0,298,Ninja,8.75 out of 10,232,1.18.2025,gray
"Yeezy Boost 350 V2 (Purple, EU 40)",Shoes,220,414,712,Adidas,8.9 out of 10,586,7.4.2025,purple
Venu (Blue),Watches,349.99,124,735,Garmin,8.5 out of 10,592,11.27.2025,blue
"iPad Air (2022) (256GB, Purple)",Tablets,749,out of stock,145,Apple,,113,9.13.2024,purple
PS TV (Brown),Gaming Consoles,100,253,802,Sony,8.5 out of 10,624,1.3.2021,brown
"Tab M10 FHD Plus (128GB, White)",Tablets,250,497,380,Lenovo,8.3 out of 10,306,3.8.2023,white
Bladen Sofa (White),Furniture,450,48,437,Ashley Furniture,8.75 out of 10,346,2.25.2024,white
"Sportswear Tech Fleece Pants (Black, XL)",Clothing,100,0,353,Nike,8.75 out of 10,291,8.16.2025,black
PlayStation 2 (Black),Gaming Consoles,50,73,763,Sony,8.5 out of 10,615,2.22.2024,black
"Instapump Fury (Purple, EU 38)",Shoes,180,0,821,Reebok,8.5 out of 10,671,4.8.2023,purple
Watch Series 1 (White),Watches,249,83,9,Apple,8.35 out of 10,9,12.18.2022,white
"Surface Pro 6 (1TB, Red)",Tablets,1499,0,312,Microsoft,8.5 out of 10,240,4.16.2020,red
"Samba (Blue, EU 38)",Shoes,100,47,157,Adidas,,125,5.27.2020,blue
Duo 7-in-1 (Yellow),Kitchen,129.99,57,340,Instant Pot,8.75 out of 10,270,12.14.2025,yellow
Magic Mouse (Green),Mice,99,0,219,Apple,8.75 out of 10,170,10.19.2023,green
"P30 Pro (512GB, Green)",Smartphones,850,383,130,Huawei,8.2 out of 10,104,10.20.2025,green
Ninjago City (70620) (Blue),Toys,299.99,245,967,LEGO,9.5 out of 10,778,11.14.2022,blue
"Surface Go 2 (256GB, Brown)",Tablets,629.99,0,448,Microsoft,8.5 out of 10,358,12.23.2025,brown
"QuietComfort 45 (Wireless, Purple)",Headphones,329,234,249,Bose,,198,6.25.2023,purple
Cynosa Chroma (Orange),Keyboards,59.99,451,811,Razer,8.75 out of 10,651,11.26.2022,orange
"ENVY 13 (1TB, Purple)",Laptops,1099,0,892,HP,8.5 out of 10,726,10.28.2024,purple
"Galaxy Tab S4 (64GB, Red)",Tablets,399.99,0,847,Samsung,8.5 out of 10,659,12.29.2021,red
"Iso-Chill Shorts (Gray, XS)",Clothing,40,159,616,Under Armour,8.75 out of 10,491,2.22.2022,gray
"65R635 (43"", Green frame)",TVs,400,0,54,TCL,8.75 out of 10,42,7.3.2024,green
Pasta Maker (Orange),Kitchen,150,1,648,Philips,8.75 out of 10,527,3.23.2020,orange
K100 RGB (Gray),Keyboards,229.99,42,624,Corsair,8.75 out of 10,497,11.12.2024,gray
"OLED A1 (55"", Black frame)",TVs,899,214,358,LG,8.75 out of 10,293,8.4.2020,black
"OLED A1 (75"", Purple frame)",TVs,2199,0,736,LG,8.4 out of 10,601,7.27.2022,purple
Trinell TV Stand (Red),Furniture,400,313,223,Ashley Furniture,8.5 out of 10,177,5.19.2021,red
"Chromebook Flip C434 (1TB, Gray)",Laptops,599,327,668,Asus,8.5 out of 10,541,2.12.2025,gray
"Tech Shorts (Yellow, XS)",Clothing,35,155,668,Under Armour,8.5 out of 10,536,10.10.2021,yellow
"Mate 20 (128GB, White)",Smartphones,400,191,985,Huawei,8 out of 10,775,4.9.2020,white
"WH-XB900N (Wireless, Blue)",Headphones,148,202,547,Sony,8.5 out of 10,433,2.22.2021,blue
Wireless Keyboard 900 (Brown),Keyboards,29.99,258,185,Microsoft,8.25 out of 10,141,11.17.2020,brown
"MacBook Air (2019) (1TB, Black)",Laptops,1299,0,197,Apple,8.5 out of 10,160,3.2.2023,black
"Galaxy Note10 (128GB, Purple)",Smartphones,399,0,607,Samsung,8.5 out of 10,480,1.24.2025,purple
Luxe (Purple),Watches,129.95,7,469,Fitbit,8.75 out of 10,388,5.27.2020,purple
Ninjago City (70620) (Orange),Toys,299.99,75,426,LEGO,9.2 out of 10,349,11.27.2023,orange
Magic Mouse (Late 2022) (Yellow),Mice,99,169,834,Apple,,652,2.26.2024,yellow
"Tab M8 (128GB, Purple)",Tablets,150,160,132,Lenovo,7.5 out of 10,108,7.10.2021,purple
Bluetooth Mouse (Blue),Mice,25.99,146,673,Microsoft,8.7 out of 10,535,3.30.2024,blue
Xbox 360 (Blue),Gaming Consoles,60,0,71,Microsoft,7.5 out of 10,55,5.27.2021,blue
Orchard Hills TV Stand (Orange),Furniture,180,190,816,Sauder,8.75 out of 10,659,3.13.2022,orange
PS Vita (White),Gaming Consoles,150,0,596,Sony,8.5 out of 10,475,8.31.2020,white
"IdeaPad Flex 5 (512GB, Orange)",Laptops,750,353,273,Lenovo,8.25 out of 10,223,11.21.2024,orange
Pathfinder PAG240 (Brown),Watches,280,0,974,Casio,8.75 out of 10,773,10.25.2021,brown
"VivoBook S15 (1TB, Gray)",Laptops,850,440,417,Asus,8.2 out of 10,338,6.29.2025,gray
"MatePad Pro 12.6 (1TB, Green)",Tablets,1099,284,488,Huawei,8.5 out of 10,387,8.14.2024,green
Beginnings TV Stand (Black),Furniture,120,406,576,Sauder,8.25 out of 10,449,4.27.2025,black
Mirra 2 Chair (Brown),Furniture,1400,23,195,Herman Miller,9.2 out of 10,158,1.26.2025,brown
Duo Crisp + Air Fryer (Purple),Kitchen,159.99,257,790,Instant Pot,,628,10.17.2020,purple
"327 (Yellow, EU 39)",Shoes,110,0,721,New Balance,8.75 out of 10,572,3.6.2021,yellow
Mirra 2 Chair (Red),Furniture,1445,0,199,Herman Miller,,161,10.3.2020,red
"Tab P11 (128GB, Green)",Tablets,299,205,240,Lenovo,8.5 out of 10,177,1.23.2025,green
K100 RGB (Brown),Keyboards,229.99,166,965,Corsair,8.75 out of 10,764,3.23.2020,brown
"iPad Pro 11 (2018) (256GB, Brown)",Tablets,799,123,704,Apple,9 out of 10,565,12.28.2025,brown
"WH-CH710N (Wired, Black)",Headphones,98,131,724,Sony,8.25 out of 10,580,5.16.2023,red
Baby-G BA110 (Gray),Watches,120,468,707,Casio,8.75 out of 10,571,7.25.2021,gray
"QuietComfort Earbuds (Wired, Blue)",Headphones,129,497,758,Bose,8.5 out of 10,610,11.24.2020,red
NES (White),Gaming Consoles,150,290,762,Nintendo,9.5 out of 10,615,2.16.2023,white
Sayl Chair (Purple),Furniture,725,489,912,Herman Miller,8.8 out of 10,714,1.12.2022,purple
Draycoll Recliner (Purple),Furniture,450,0,466,Ashley Furniture,8.25 out of 10,372,5.14.2024,purple
Classic Hand Mixer (Purple),Kitchen,59.99,342,350,KitchenAid,8.75 out of 10,288,1.27.2024,purple
"iPhone 13 (512GB, Black)",Smartphones,1299,241,387,Apple,9.15 out of 10,294,11.3.2021,black
"Curry Basketball Jersey (Blue, L)",Clothing,100,75,829,Under Armour,9.25 out of 10,652,10.26.2024,blue
"511 Slim Jeans (Black, XXL)",Clothing,69.5,82,804,Levi's,8.75 out of 10,631,11.15.2020,black
G213 Prodigy (Black),Keyboards,49.99,461,622,Logitech,8.5 out of 10,489,7.8.2024,black
"Cotton Chino Pants (Yellow, S)",Clothing,24.99,397,944,H&M,8.2 out of 10,752,5.27.2025,yellow
"iPad Air (2019) (128GB, Brown)",Tablets,499,348,112,Apple,8.75 out of 10,88,1.24.2022,brown
"65OLED936 (43"", Orange frame)",TVs,1399,118,929,Philips,7.85 out of 10,739,10.25.2022,orange
Creator Ford Mustang (10265) (Orange),Toys,169.99,95,66,LEGO,9.2 out of 10,56,3.6.2021,orange
MX Anywhere 2S (Yellow),Mice,79.99,119,934,Logitech,8.75 out of 10,753,2.22.2021,yellow
"FC Barcelona Home Jersey (Black, XS)",Clothing,90,220,237,Nike,8.5 out of 10,198,3.9.2021,black
"iPhone 6 (1TB, Blue)",Smartphones,6,0,501,Apple,7 out of 10,399,1.5.2020,blue
"Crewneck Sweatshirt (White, XXL)",Clothing,24.99,0,856,H&M,8.35 out of 10,700,12.28.2022,white
"511 Slim Jeans (Green, S)",Clothing,69.5,0,931,Levi's,8.45 out of 10,746,2.13.2023,green
"WH-CH710N (Wired, Gray)",Headphones,99.99,0,162,Sony,8.25 out of 10,126,2.12.2022,red
"Galaxy S9 (128GB, Purple)",Smartphones,250,393,521,Samsung,8.5 out of 10,430,11.19.2023,purple
Modern Keyboard with Fingerprint ID (Blue),Keyboards,129.99,10,203,Microsoft,8.5 out of 10,164,5.8.2025,blue
"WF-C500 (Wired, Black)",Headphones,79.99,283,224,Sony,8.35 out of 10,177,3.12.2022,red
"Dri-FIT T-Shirt (Green, L)",Clothing,35,113,267,Nike,8.75 out of 10,208,10.7.2020,green
Wireless Mobile Mouse 4000 (White),Mice,29.99,51,573,Microsoft,8.2 out of 10,464,7.12.2024,white
"iPhone 14 (512GB, Blue)",Smartphones,1199,382,175,Apple,9.4 out of 10,140,4.18.2021,blue
"Basket (Gray, EU 46)",Shoes,65,465,553,Puma,8.7 out of 10,450,4.26.2024,gray
"HD 599 (Wireless, White)",Headphones,199.95,77,560,Sennheiser,8.75 out of 10,473,12.21.2022,white
BlackWidow V3 (Black),Keyboards,139.99,0,951,Razer,8.75 out of 10,766,7.9.2025,black
Aeron Chair (Purple),Furniture,1395,0,768,Herman Miller,9.4 out of 10,617,11.4.2020,purple
"327 (White, EU 38)",Shoes,100,477,170,New Balance,8.75 out of 10,134,1.7.2023,white
"ZoomX Vaporfly Next% (White, EU 38)",Shoes,250,437,421,Nike,9.2 out of 10,337,11.25.2020,white
"QN85A Neo QLED (75"", White frame)",TVs,2499,420,792,Samsung,8.7 out of 10,654,10.29.2021,white
"MatePad Pro (64GB, Orange)",Tablets,499,207,609,Huawei,8 out of 10,493,12.11.2021,orange
"Galaxy Z Flip (128GB, Green)",Smartphones,999.99,0,75,Samsung,8.5 out of 10,58,1.16.2023,green
Sculpt Ergonomic Keyboard (Black),Keyboards,60,0,602,Microsoft,8.75 out of 10,491,12.1.2025,black
"Bravia A80J (50"", Green frame)",TVs,1399,423,847,Sony,,681,12.12.2023,green
Soup Maker (Blue),Kitchen,120,100,233,Philips,8.75 out of 10,185,1.23.2020,blue
Galaxy Watch 4 Classic (Red),Watches,249,0,169,Samsung,8.7 out of 10,141,11.17.2024,red
"Galaxy S9 (1TB, Black)",Smartphones,999,out of stock,415,Samsung,8.5 out of 10,345,7.7.2024,black
G-Shock GA700 (Blue),Watches,99,282,44,Casio,8.5 out of 10,32,7.7.2021,blue
Panini Duo (Gray),Kitchen,89.99,49,197,Breville,8.75 out of 10,154,1.28.2020,gray
Sensei 310 (Brown),Mice,49.99,349,396,SteelSeries,9.1 out of 10,315,6.11.2022,brown
"Bravia X80J (50"", Gray frame)",TVs,700,0,473,Sony,,386,5.18.2021,gray
"Nova 9 (256GB, Orange)",Smartphones,450,0,115,Huawei,8.2 out of 10,97,8.30.2022,orange
K100 RGB (Red),Keyboards,229.99,246,938,Corsair,9.15 out of 10,747,12.12.2020,red
"MacBook Air M1 (2020) (512GB, Yellow)",Laptops,1199,152,11,Apple,8.75 out of 10,9,10.26.2024,yellow
Lack Coffee Table (Blue),Furniture,49.99,0,235,IKEA,8.25 out of 10,182,4.25.2024,blue
Monopoly Board Game (Gray),Toys,20,243,954,Hasbro,8.5 out of 10,750,5.18.2022,gray
"6-Series R648 (8K) (75"", Green frame)",TVs,2999,0,734,TCL,8.75 out of 10,588,7.24.2023,green
Gear Fit2 Pro (White),Watches,120,246,811,Samsung,8.5 out of 10,641,4.2.2024,white
Pathfinder PAG240 (Purple),Watches,250,97,759,Casio,8.75 out of 10,592,11.15.2023,purple
"Slim Fit Suit Pants (Red, XL)",Clothing,49.99,384,667,H&M,8.3 out of 10,514,10.22.2021,red
"Zoom Freak 3 (Red, EU 38)",Shoes,120,10,227,Nike,8.75 out of 10,184,8.1.2024,red
Magic Trackpad (Late 2022) (Red),Mice,149,195,222,Apple,8.75 out of 10,175,10.29.2021,red
Apex M750 (Black),Keyboards,139.99,0,450,SteelSeries,8.7 out of 10,361,1.27.2021,black
"Suede Classic (Brown, EU 46)",Shoes,70,0,843,Puma,8.25 out of 10,669,3.1.2020,brown
"Crewneck Sweatshirt (White, M)",Clothing,24.99,0,142,H&M,8.4 out of 10,116,2.15.2022,white
"HeatGear Compression Shirt (Purple, M)",Clothing,30,141,782,Under Armour,9.2 out of 10,627,6.25.2025,purple
"QuietComfort 45 (Wired, Green)",Headphones,329,0,766,Bose,8.75 out of 10,614,9.12.2021,red
"Suede Classic (Green, EU 44)",Shoes,70,0,492,Puma,8.75 out of 10,385,12.8.2022,green
Avance Collection Indoor Grill (Brown),Kitchen,250,365,520,Philips,8.5 out of 10,420,7.4.2025,brown
N64 (Green),Gaming Consoles,120,0,728,Nintendo,8.75 out of 10,588,5.8.2020,green
"75PML9506 (43"", Brown frame)",TVs,1200,0,373,Philips,,310,6.23.2020,brown
"Noise Cancelling Headphones 700 (Wireless, Blue)",Headphones,379,out of stock,151,Bose,,119,5.4.2022,blue
Pro Type Ultra (Yellow),Keyboards,159.99,370,605,Razer,9.25 out of 10,485,12.6.2025,yellow
Kallax Shelving Unit (Black),Furniture,89.99,0,965,IKEA,8.75 out of 10,766,3.18.2023,black
"Galaxy Tab S8 Ultra (512GB, White)",Tablets,1199.99,0,192,Samsung,9.25 out of 10,147,10.2.2024,white
"Galaxy Tab S8 (1TB, Gray)",Tablets,1179.99,197,506,Samsung,8.7 out of 10,407,10.21.2023,gray
DeathAdder V2 (Gray),Mice,69.99,497,463,Razer,8.75 out of 10,383,5.5.2024,gray
"Powerbeats Pro (Wireless, Red)",Headphones,199.95,14,542,Apple,8.5 out of 10,440,3.20.2020,red
"Superstar (Red, EU 39)",Shoes,85,95,419,Adidas,,334,4.19.2025,red
Panini Duo (Red),Kitchen,49.99,268,784,Breville,8.75 out of 10,613,2.4.2023,red
Clue (Red),Toys,20,248,129,Hasbro,8.75 out of 10,100,3.16.2023,red
G Pro Wireless (Green),Mice,129.99,389,31,Logitech,8.75 out of 10,23,12.14.2025,green
XEGS (Gray),Gaming Consoles,150,141,57,Atari,7.5 out of 10,45,10.27.2022,gray
Watch Ultra (Gray),Watches,799,304,895,Apple,9.2 out of 10,685,2.27.2022,gray
Watch Series 8 (Brown),Watches,399,out of stock,393,Apple,8.75 out of 10,315,3.7.2025,brown
"UHD UN7300 (65"", Brown frame)",TVs,649,249,889,LG,8.5 out of 10,706,1.16.2021,brown
5-Speed Classic Blender (Black),Kitchen,99.99,433,308,KitchenAid,,244,10.20.2021,black
NES (Green),Gaming Consoles,150,142,443,Nintendo,8.5 out of 10,366,11.27.2021,green
"Galaxy S21 (128GB, Yellow)",Smartphones,649.99,329,620,Samsung,8.7 out of 10,492,10.16.2022,yellow
"Pump Omni Lite (Gray, EU 38)",Shoes,150,219,288,Reebok,,235,1.9.2021,gray
Strandmon Wing Chair (Black),Furniture,279,269,491,IKEA,8.5 out of 10,394,8.17.2024,black
Apex 100 (Gray),Keyboards,39.99,210,545,SteelSeries,8.5 out of 10,424,6.22.2021,gray
"iPhone 7 (512GB, Green)",Smartphones,299,64,787,Apple,7.5 out of 10,639,7.6.2023,green
"MDR-7506 (Wireless, Black)",Headphones,150,168,535,Sony,8.75 out of 10,437,9.29.2020,black
"Galaxy Tab A8 (64GB, Red)",Tablets,230,236,298,Samsung,8.2 out of 10,231,6.14.2025,red
Wii (White),Gaming Consoles,89.99,0,881,Nintendo,8.75 out of 10,682,2.7.2022,white
Nomad (Gray),Gaming Consoles,200,314,494,Sega,7.5 out of 10,410,8.13.2020,gray
"Sportswear Club Fleece Joggers (Black, L)",Clothing,55,202,231,Nike,8.75 out of 10,179,4.6.2020,black
Venu 2 (Red),Watches,399.99,498,873,Garmin,8.75 out of 10,695,2.9.2022,red
"React Infinity Run (Orange, EU 44)",Shoes,160,281,165,Nike,8.75 out of 10,121,10.17.2021,orange
"iPhone 14 (64GB, Purple)",Smartphones,799,out of stock,811,Apple,8.75 out of 10,657,8.30.2023,purple
Fenix 6 (White),Watches,499.99,100,437,Garmin,8.75 out of 10,347,3.27.2021,white
"Sleepbuds II (Wired, Orange)",Headphones,249,327,814,Bose,8.5 out of 10,658,1.25.2020,red
"Ignite Limitless (Yellow, EU 46)",Shoes,100,489,290,Puma,8.5 out of 10,235,4.12.2023,yellow
Hot Wok Pro (Yellow),Kitchen,129.99,240,926,Breville,8.75 out of 10,757,12.16.2020,yellow
"Dunk Low (Orange, EU 39)",Shoes,110,33,670,Nike,8.75 out of 10,540,3.21.2024,orange
"Ribcage Straight Ankle (Black, XXL)",Clothing,108,0,5,Levi's,8.75 out of 10,4,7.11.2025,black
Venu 2 (Purple),Watches,399.99,0,953,Garmin,8.5 out of 10,762,2.14.2023,purple
"Latitude 7400 (512GB, Orange)",Laptops,1299,246,507,Dell,8.5 out of 10,420,5.12.2020,orange
"Air Zoom Pegasus 38 (Gray, EU 39)",Shoes,120,214,881,Nike,8.75 out of 10,718,2.23.2022,gray
Watch Series 7 (Yellow),Watches,399,64,829,Apple,8.75 out of 10,642,8.12.2021,yellow
"FC Barcelona Home Jersey (Gray, L)",Clothing,90,382,379,Nike,8.75 out of 10,302,6.1.2024,gray
"Galaxy Tab S8 (128GB, Brown)",Tablets,699,0,603,Samsung,8.75 out of 10,488,12.29.2025,brown
"Galaxy S8 (1TB, Brown)",Smartphones,1100,0,212,Samsung,9.25 out of 10,169,7.15.2020,brown
"OLED G1 (55"", Black frame)",TVs,1699,0,680,LG,9.2 out of 10,527,6.7.2022,black
Strandmon Wing Chair (White),Furniture,349,312,666,IKEA,8.75 out of 10,529,5.22.2023,white
Foodi Grill (Blue),Kitchen,199.99,487,998,Ninja,9 out of 10,819,9.11.2021,blue
Viper Mini (Green),Mice,39.99,0,360,Razer,8.75 out of 10,284,5.12.2024,green
"Galaxy Z Flip (1TB, Brown)",Smartphones,1699,117,880,Samsung,8.75 out of 10,698,8.16.2020,brown
"Own the Run Tee (Yellow, XL)",Clothing,30,0,601,Adidas,8.75 out of 10,471,9.19.2022,yellow
Rock-a-Stack (Red),Toys,9.99,0,896,Fisher-Price,9.2 out of 10,717,4.16.2024,red
"Windrunner Jacket (Brown, XS)",Clothing,120,356,354,Nike,8.5 out of 10,293,9.22.2025,brown
Inspire HR (Black),Watches,99.95,328,742,Fitbit,8.5 out of 10,592,10.21.2023,black
Magic Mouse (Orange),Mice,79,250,985,Apple,8.5 out of 10,791,2.24.2024,orange
"MatePad T10 (64GB, Red)",Tablets,180,110,702,Huawei,7.85 out of 10,537,5.30.2024,red
"Yoga 9i (128GB, Brown)",Laptops,1199,434,54,Lenovo,8.95 out of 10,41,12.11.2025,brown
"ZenBook Duo 14 (64GB, Green)",Laptops,1500,286,954,Asus,8.5 out of 10,774,6.26.2024,green
Jenga (Green),Toys,14.99,13,210,Hasbro,8.75 out of 10,158,4.15.2023,green
"RC Elite (Red, EU 42)",Shoes,225,257,567,New Balance,8.75 out of 10,456,5.11.2025,red
Lancehead TE (Purple),Mice,80,0,980,Razer,8.75 out of 10,775,10.26.2024,purple
Food Processor KFP1466 (Brown),Kitchen,299.99,0,686,KitchenAid,9.15 out of 10,545,2.7.2021,brown
Xbox 360 Elite (Yellow),Gaming Consoles,150,0,503,Microsoft,7.5 out of 10,403,9.8.2024,yellow
Pathfinder PAG240 (Blue),Watches,250,0,796,Casio,8.75 out of 10,638,8.30.2024,blue
"3-Stripes Track Jacket (White, XL)",Clothing,65,0,421,Adidas,8.75 out of 10,343,8.27.2020,white
Air Fryer XXL (Gray),Kitchen,249.99,307,365,Philips,8.75 out of 10,295,7.1.2025,gray
Viper Ultimate (Black),Mice,149.99,151,56,Razer,9.25 out of 10,44,5.3.2020,black
"Bravia X85J (75"", Blue frame)",TVs,1699,265,871,Sony,8.75 out of 10,691,11.22.2025,blue
Duo Nova (Red),Kitchen,99.95,131,52,Instant Pot,8.75 out of 10,48,7.27.2022,red
"Yoga Slim 7 (1TB, Blue)",Laptops,1299,0,216,Lenovo,8.75 out of 10,172,6.26.2025,blue
"Surface Go 3 (64GB, Brown)",Tablets,399.99,0,735,Microsoft,7.8 out of 10,579,11.23.2020,brown
Scrabble (Black),Toys,19.99,0,463,Mattel,8.75 out of 10,358,12.14.2023,black
G810 Orion Spectrum (Brown),Keyboards,159.99,0,967,Logitech,8.75 out of 10,777,11.12.2024,brown
Duo Evo Plus (Gray),Kitchen,129.99,out of stock,645,Instant Pot,8.7 out of 10,521,3.24.2024,gray
"iPhone 13 (512GB, Gray)",Smartphones,1099,333,43,Apple,9.52 out of 10,34,2.25.2022,gray
Flashback Portable (Blue),Gaming Consoles,39.99,0,19,Atari,8.25 out of 10,12,7.9.2022,blue
"IdeaPad Duet Chromebook (256GB, Green)",Tablets,299,428,955,Lenovo,8.5 out of 10,741,5.18.2021,green
BlackWidow Elite (Green),Keyboards,129.99,211,421,Razer,8.7 out of 10,332,10.14.2021,green
"6T (64GB, Purple)",Smartphones,299,0,778,OnePlus,8.5 out of 10,627,2.21.2025,purple
Sculpt Ergonomic Keyboard (White),Keyboards,90,64,769,Microsoft,,618,9.27.2025,white
"Real Madrid Home Jersey (Yellow, XS)",Clothing,90,130,504,Adidas,8.5 out of 10,413,10.13.2025,yellow
"MatePad 11 (1TB, Green)",Tablets,899,311,971,Huawei,8.5 out of 10,768,10.9.2020,green
"Cali (White, EU 40)",Shoes,80,149,991,Puma,8.5 out of 10,794,6.9.2022,white
Bluetooth Mouse (Orange),Mice,29.99,487,386,Microsoft,8.5 out of 10,309,5.23.2022,blue
"Bravia Z9F (50"", Black frame)",TVs,1599,0,992,Sony,8.75 out of 10,817,2.13.2025,black
"65OLED936 (65"", White frame)",TVs,2800,166,914,Philips,8.5 out of 10,711,7.26.2022,white
Kinetic Sand (Gray),Toys,14.99,0,527,Spin Master,8.75 out of 10,420,8.21.2020,gray
Nerf Elite 2.0 (Brown),Toys,24.99,244,602,Hasbro,8.5 out of 10,480,5.27.2021,brown
"iPad Air (2020) (512GB, Purple)",Tablets,749,368,948,Apple,8.75 out of 10,785,9.2.2023,purple
Naga Trinity (White),Mice,99.99,211,790,Razer,8.75 out of 10,628,7.11.2024,white
Masters of the Universe He-Man (Green),Toys,34.99,99,215,Mattel,9.2 out of 10,185,2.26.2020,green
Pro Mouse (Brown),Mice,79,138,187,Apple,8.75 out of 10,157,8.9.2024,brown
K60 RGB Pro (Purple),Keyboards,90,177,260,Corsair,8.75 out of 10,201,4.23.2023,purple
"Poco F3 (256GB, Black)",Smartphones,299,107,754,Xiaomi,8.75 out of 10,585,7.14.2020,black
Charge 5 (Brown),Watches,129.95,0,704,Fitbit,8.65 out of 10,556,1.9.2022,brown
"Basic Hoodie (White, M)",Clothing,25,440,225,H&M,7.8 out of 10,170,5.14.2023,white
